Timestamp	 WS(m/s)	 WDv(deg)	 Ta(C)	 RH(%)	 Prs(hPa)	 Prcp(mm)	 Snow(cm)	 Rsw(W/m2)
1998-12-15	7.9	344.4	1.0	94.0	976.5	2.8	0.0	198.1
1998-12-16	11.0	345.4	1.0	93.4	965.5	4.6	0.0	121.6
1998-12-17	8.5	262.8	0.7	89.0	981.2	0.0	0.0	297.2
1998-12-18	6.7	346.1	1.5	92.0	986.3	0.3	0.0	257.0
1998-12-19	9.8	335.8	1.3	94.9	980.3	0.5	0.0	72.7
1998-12-20	5.8	298.5	1.1	92.3	983.9	3.8	1.7	195.7
1998-12-21	6.5	287.5	1.3	91.6	983.7	0.5	0.5	258.1
1998-12-22	6.2	113.2	1.2	93.7	969.9	5.5	4.9	121.4
1998-12-23	9.8	115.0	-0.9	91.7	975.2	5.4	6.5	132.6
1998-12-24	4.1	332.9	0.5	93.2	980.6	0.0	0.0	152.3
1998-12-25	2.5	79.8	2.2	81.2	986.6	0.0	0.0	263.6
1998-12-26	11.8	104.3	0.3	91.0	984.5	0.5	0.0	176.0
1998-12-27	6.1	82.4	0.8	83.7	994.4	0.0	0.0	310.5
1998-12-28	3.5	48.9	1.2	86.4	998.4	1.3	0.0	130.1
1998-12-29	2.2	181.7	2.4	90.5	1001.9	0.0	0.0	251.0
1998-12-30	4.2	90.0	3.5	89.2	1001.6	0.0	0.0	246.0
1998-12-31	5.1	29.1	3.6	87.6	1002.7	0.0	0.0	175.1
1999-01-01	13.0	22.8	2.5	90.4	990.5	0.0	0.0	155.1
1999-01-02	5.4	328.3	1.5	93.5	988.4	0.0	0.0	190.2
1999-01-03	3.6	321.8	1.4	93.3	989.4	0.0	0.0	182.7
1999-01-04	4.1	329.9	1.3	92.6	989.7	0.0	0.0	173.2
1999-01-05	8.3	7.3	2.6	90.9	982.9	1.1	0.0	237.5
1999-01-06	9.8	1.1	2.5	93.8	973.9	1.7	0.0	152.6
1999-01-07	7.7	340.9	2.2	93.7	983.6	0.7	0.0	162.8
1999-01-08	5.8	288.5	1.7	93.8	989.1	0.0	0.0	174.9
1999-01-09	10.0	311.4	1.9	94.6	990.9	0.6	0.0	93.2
1999-01-10	8.1	316.1	2.3	95.9	999.8	0.0	0.0	84.4
1999-01-11	6.9	345.2	5.6	89.1	996.0	0.0	0.0	226.1
1999-01-12	8.5	325.2	1.5	96.2	997.5	0.1	0.0	93.4
1999-01-13	11.8	330.3	2.4	95.7	985.0	0.6	0.0	79.2
1999-01-14	11.5	296.6	2.3	93.2	978.7	0.0	0.0	148.9
1999-01-15	5.6	303.5	1.1	93.8	975.7	0.9	0.0	54.0
1999-01-16	4.1	287.0	1.7	89.8	979.0	0.0	0.0	207.1
1999-01-17	3.4	235.8	1.5	86.0	979.4	0.0	0.0	255.2
1999-01-18	5.2	235.9	1.9	88.7	984.4	0.0	0.0	241.2
1999-01-19	3.8	276.2	2.3	85.3	992.3	0.0	0.0	309.2
1999-01-20	4.2	304.9	1.5	88.7	995.0	0.0	0.0	196.0
1999-01-21	7.3	340.3	2.6	91.8	998.1	0.3	0.0	157.4
1999-01-22	4.2	318.1	3.1	92.4	998.7	0.0	0.0	237.1
1999-01-23	9.6	33.5	4.3	89.5	989.8	6.1	0.0	73.9
1999-01-24	6.7	346.7	2.8	94.6	975.8	0.7	0.0	110.5
1999-01-25	7.3	297.2	2.6	93.5	989.1	0.0	0.0	246.3
1999-01-26	8.3	313.3	2.4	95.4	993.0	1.3	0.0	96.3
1999-01-27	7.8	289.8	2.3	94.1	991.9	0.0	0.0	136.7
1999-01-28	5.0	348.1	2.5	93.8	981.1	3.3	0.0	70.3
1999-01-29	9.4	103.6	0.9	92.0	979.8	2.1	0.0	131.9
1999-01-30	4.2	90.8	1.4	88.3	989.1	0.0	0.0	95.9
1999-01-31	4.6	188.8	1.2	87.7	990.3	0.0	0.0	139.8
1999-02-01	3.7	267.3	1.2	90.7	985.2	0.1	0.8	186.7
1999-02-02	5.4	357.8	2.7	91.5	985.6	0.0	0.0	186.9
1999-02-03	10.5	9.4	3.1	93.2	971.0	1.1	0.0	111.0
1999-02-04	6.0	271.7	1.9	91.0	972.4	0.0	0.0	197.2
1999-02-05	6.8	286.6	1.6	92.0	974.2	0.0	0.0	192.2
1999-02-06	8.4	292.5	1.2	92.0	978.0	0.0	0.0	55.4
1999-02-07	8.3	337.5	2.2	93.0	969.0	1.3	0.0	89.6
1999-02-08	4.3	33.4	2.3	86.5	974.3	0.0	0.0	185.0
1999-02-09	2.6	163.7	2.7	87.9	985.6	0.0	0.0	253.4
1999-02-10	4.4	297.9	1.9	90.0	993.4	0.2	0.0	117.6
1999-02-11	13.2	7.2	3.3	93.0	977.2	4.1	0.0	109.3
1999-02-12	11.8	315.6	2.1	93.5	963.0	0.3	0.0	77.7
1999-02-13	9.8	276.0	2.1	91.0	973.1	0.0	0.0	190.2
1999-02-14	6.1	295.5	1.7	92.3	978.8	0.0	0.0	118.0
1999-02-15	6.6	319.6	2.1	94.9	981.6	0.4	0.0	86.7
1999-02-16	5.0	1.1	2.2	94.2	984.8	0.3	0.0	108.5
1999-02-17	10.5	103.3	-0.3	92.6	986.7	0.3	0.0	124.4
1999-02-18	6.1	71.7	1.3	84.3	989.4	0.6	0.6	171.4
1999-02-19	11.2	97.3	0.4	92.0	984.6	0.9	0.8	54.1
1999-02-20	6.4	101.3	0.3	86.1	996.4	0.2	0.0	112.2
1999-02-21	11.8	17.1	2.1	90.8	991.9	3.2	0.0	86.8
1999-02-22	8.7	9.5	3.0	94.4	986.0	3.6	0.0	91.4
1999-02-23	11.4	347.4	3.3	93.9	981.0	0.3	0.0	177.3
1999-02-24	15.1	2.1	4.9	91.7	981.0	7.3	0.0	64.9
1999-02-25	6.2	341.2	2.6	94.4	983.0	1.3	0.0	85.6
1999-02-26	6.8	352.5	2.3	93.8	997.0	0.0	0.0	91.0
1999-02-27	12.8	0.9	4.9	91.4	994.4	2.7	0.0	119.8
1999-02-28	9.4	297.2	1.8	93.2	997.1	0.0	0.0	105.2
1999-03-01	5.6	359.5	3.7	88.6	1005.2	0.0	0.0	184.4
1999-03-02	6.7	106.6	2.7	90.9	986.8	25.6	0.0	30.3
1999-03-03	6.5	354.0	2.8	94.6	981.9	2.1	0.0	81.9
1999-03-04	8.1	4.3	4.0	93.9	981.9	3.4	0.0	75.5
1999-03-05	7.3	337.8	2.4	95.0	986.3	0.3	0.0	88.6
1999-03-06	8.5	323.0	2.5	94.6	988.8	0.0	0.0	91.7
1999-03-07	14.6	322.2	2.8	94.3	967.9	6.6	0.0	54.9
1999-03-08	10.9	284.1	1.8	88.5	987.4	0.0	0.0	125.8
1999-03-09	6.9	306.3	1.8	94.3	985.6	0.5	0.0	53.6
1999-03-10	4.6	83.8	1.2	92.2	997.4	0.0	0.0	90.3
1999-03-11	8.4	358.2	1.8	93.4	994.9	0.0	0.0	59.8
1999-03-12	9.7	349.3	2.2	94.9	994.1	0.7	0.0	65.6
1999-03-13	9.6	329.5	2.3	95.2	992.9	0.3	0.0	84.2
1999-03-14	10.4	340.6	2.6	95.7	992.7	0.4	0.0	49.9
1999-03-15	9.5	310.7	2.1	92.4	1000.1	0.0	0.0	152.6
1999-03-16	9.3	326.4	2.1	93.9	1000.8	0.9	0.0	89.3
1999-03-17	12.1	336.4	2.9	96.0	1003.0	0.2	0.0	28.8
1999-03-18	10.8	350.2	3.4	95.9	1004.2	0.1	0.0	42.0
1999-03-19	13.0	359.3	3.4	94.5	999.0	0.8	0.0	67.5
1999-03-20	6.0	28.8	4.3	91.7	990.9	0.5	0.0	65.9
1999-03-21	11.9	336.4	1.7	94.4	978.0	0.0	0.0	63.7
1999-03-22	5.7	5.7	0.2	91.2	987.8	0.3	0.7	55.9
1999-03-23	6.2	126.3	-0.9	87.8	1000.5	0.0	0.0	83.4
1999-03-24	6.7	261.7	0.6	91.5	999.1	0.0	0.0	61.3
1999-03-25	8.6	195.1	0.2	85.4	991.7	0.0	0.0	104.1
1999-03-26	8.6	292.3	-1.1	88.4	989.5	0.0	0.0	26.8
1999-03-27	7.8	80.9	-1.0	86.9	1000.9	0.0	0.0	73.2
1999-03-28	3.4	302.5	0.8	93.7	1004.7	0.0	0.0	53.2
1999-03-29	2.6	317.8	0.7	95.1	1000.7	0.0	0.0	52.3
1999-03-30	6.7	290.2	1.1	93.9	997.3	0.1	0.0	40.2
1999-03-31	3.6	5.0	-0.8	91.1	997.5	0.3	0.0	35.4
1999-04-01	6.7	300.5	0.9	94.3	997.2	0.5	0.5	42.8
1999-04-02	10.9	306.3	2.2	94.2	996.2	1.3	0.0	52.2
1999-04-03	8.5	333.8	2.4	95.3	987.1	3.0	0.0	30.7
1999-04-04	7.9	314.8	1.1	95.7	975.2	1.0	1.6	32.1
1999-04-05	8.2	254.3	-0.1	86.8	976.9	0.0	0.0	46.5
1999-04-06	6.5	292.4	0.4	91.3	983.4	0.1	0.6	39.7
1999-04-07	5.7	48.9	-0.1	91.5	989.5	0.3	0.7	70.8
1999-04-08	10.2	308.5	1.6	93.3	990.2	0.0	0.0	43.9
1999-04-09	11.6	325.2	2.0	93.9	987.9	5.5	0.0	31.5
1999-04-10	14.7	291.6	2.2	92.7	981.0	3.2	0.0	31.0
1999-04-11	9.0	349.2	2.7	93.2	984.0	1.0	0.0	20.4
1999-04-12	10.5	348.9	2.4	94.7	971.5	2.7	0.0	27.0
1999-04-13	10.7	339.1	1.5	93.5	964.8	0.2	0.0	20.0
1999-04-14	6.6	316.5	-0.0	91.2	979.2	0.0	0.0	32.6
1999-04-15	6.3	268.2	-0.8	81.3	987.3	0.0	0.0	27.3
1999-04-16	3.2	285.7	-1.6	85.0	991.2	0.0	0.0	55.7
1999-04-17	12.1	358.5	1.0	93.0	982.2	0.3	0.0	29.6
1999-04-18	9.6	342.8	2.0	96.4	984.1	4.0	0.0	13.2
1999-04-19	13.0	322.1	1.8	92.9	984.5	2.0	0.0	37.8
1999-04-20	7.8	346.7	0.7	93.1	985.4	2.7	1.7	21.5
1999-04-21	10.2	13.0	1.3	93.6	968.9	7.1	0.0	17.6
1999-04-22	3.5	288.1	-0.2	90.3	975.8	0.1	0.0	39.5
1999-04-23	6.5	252.2	-1.2	90.4	982.2	0.0	0.0	15.7
1999-04-24	7.4	280.0	-0.6	91.8	991.8	0.0	0.0	21.3
1999-04-25	9.9	274.6	0.9	92.4	1000.8	0.0	0.0	16.5
1999-04-26	9.7	333.7	1.7	94.6	1000.0	0.0	0.0	28.6
1999-04-27	9.8	331.9	2.2	95.7	996.7	0.4	0.0	11.9
1999-04-28	9.3	312.6	1.5	95.3	994.8	7.3	0.0	12.3
1999-04-29	8.4	299.7	1.5	94.9	1004.3	0.0	0.0	18.2
1999-04-30	14.0	13.3	2.8	92.2	1000.3	0.0	0.0	28.1
1999-05-01	10.6	1.4	2.4	93.3	983.9	2.3	0.0	19.8
1999-05-02	6.5	324.0	0.5	95.3	983.6	1.5	0.0	14.7
1999-05-03	5.4	303.6	-0.8	92.2	979.3	0.1	0.0	27.5
1999-05-04	7.8	90.7	-3.8	93.4	978.7	0.0	0.0	15.5
1999-05-05	3.2	60.8	-4.9	91.7	986.7	0.0	0.0	19.6
1999-05-06	6.1	316.7	-2.7	91.2	988.0	0.0	0.0	19.6
1999-05-07	7.7	287.8	-0.9	91.0	988.1	0.0	0.0	18.2
1999-05-08	5.7	351.0	-0.7	91.9	981.6	0.2	0.8	18.5
1999-05-09	5.6	57.1	-1.8	93.4	982.7	0.1	0.1	17.4
1999-05-10	2.8	51.8	-0.8	84.7	985.8	0.0	0.0	18.4
1999-05-11	9.2	323.6	-0.5	88.8	984.0	0.0	0.0	13.4
1999-05-12	6.6	245.4	-1.6	85.6	989.5	0.0	0.0	13.4
1999-05-13	8.7	345.8	0.0	87.9	991.4	3.2	0.3	12.4
1999-05-14	9.2	77.4	-1.1	92.1	980.1	0.8	0.0	16.0
1999-05-15	8.4	96.2	-4.2	90.4	997.9	0.0	0.0	14.9
1999-05-16	9.2	304.2	0.2	94.3	1009.3	0.0	0.0	9.4
1999-05-17	10.4	295.7	0.9	95.0	1013.4	0.0	0.0	12.8
1999-05-18	8.4	312.6	0.3	94.7	1017.1	1.6	0.0	11.0
1999-05-19	11.7	350.3	1.8	91.9	1012.5	0.0	0.0	7.3
1999-05-20	12.9	8.1	2.3	95.0	1001.0	1.1	0.0	8.2
1999-05-21	6.6	338.6	1.4	95.2	992.9	0.2	0.0	10.8
1999-05-22	5.5	350.5	0.8	94.3	985.7	1.8	2.1	14.2
1999-05-23	6.9	304.0	-0.9	93.5	983.8	3.3	4.6	9.7
1999-05-24	9.9	359.9	0.4	93.8	963.6	7.5	0.5	7.5
1999-05-25	10.2	335.7	0.7	92.8	967.8	0.8	0.7	9.3
1999-05-26	9.3	300.4	-0.1	92.2	978.4	0.1	0.0	9.3
1999-05-27	8.6	292.0	0.3	94.8	986.0	0.1	0.2	10.5
1999-05-28	8.7	224.4	-0.2	90.7	1006.2	0.1	0.2	10.6
1999-05-29	4.4	317.9	0.4	93.4	1019.9	0.0	0.0	9.1
1999-05-30	11.1	2.6	0.8	91.7	1009.7	1.0	0.0	10.7
1999-05-31	6.8	1.4	1.5	93.1	1000.3	1.7	1.8	15.1
1999-06-01	5.1	96.4	-1.1	93.9	1003.9	0.0	0.0	10.2
1999-06-02	3.1	254.6	-2.1	93.0	1009.0	0.0	0.0	7.3
1999-06-03	4.5	309.4	-0.6	93.6	1007.9	0.1	0.2	8.1
1999-06-04	6.9	309.8	-0.1	96.4	1001.2	0.2	0.0	7.1
1999-06-05	8.7	306.5	-0.7	96.0	992.9	0.5	0.7	8.4
1999-06-06	9.8	297.8	0.0	93.6	992.9	1.4	0.0	7.7
1999-06-07	6.2	331.5	0.7	95.9	987.8	11.6	2.3	6.4
1999-06-08	9.1	352.3	0.1	94.9	990.5	5.8	0.2	9.0
1999-06-09	12.4	334.7	1.4	95.9	981.0	6.5	0.0	6.3
1999-06-10	9.0	301.5	0.3	93.5	986.3	0.0	0.0	7.7
1999-06-11	10.5	357.3	1.0	94.5	993.5	0.4	0.0	8.3
1999-06-12	13.3	357.8	1.5	94.0	988.4	3.0	0.0	7.6
1999-06-13	14.2	2.4	0.2	96.2	974.1	7.1	0.0	6.0
1999-06-14	12.9	261.9	-5.8	95.4	980.0	0.5	0.0	6.7
1999-06-15	13.2	248.8	-5.6	94.9	981.2	0.7	0.6	6.4
1999-06-16	6.6	190.7	-8.6	80.1	991.2	0.5	0.8	8.6
1999-06-17	4.6	165.0	-7.2	79.9	1000.9	0.0	0.0	8.9
1999-06-18	5.1	80.0	-6.2	83.8	1005.0	0.0	0.0	7.1
1999-06-19	13.9	105.5	-6.7	93.3	994.7	0.9	1.1	7.3
1999-06-20	16.0	113.2	-6.4	93.0	993.2	0.0	0.0	6.6
1999-06-21	18.0	112.3	-7.1	93.4	992.7	9.4	8.1	6.0
1999-06-22	16.3	99.9	-6.8	95.0	995.3	6.5	6.3	7.4
1999-06-23	9.0	62.3	-3.5	91.5	1002.6	0.0	0.0	8.2
1999-06-24	14.9	8.9	-0.4	92.9	1000.1	0.0	0.0	7.1
1999-06-25	16.5	56.1	-2.6	94.5	988.0	0.7	0.8	7.5
1999-06-26	10.1	79.4	-9.0	92.0	989.5	0.8	0.9	5.6
1999-06-27	7.1	95.5	-11.3	91.2	1001.2	4.3	3.9	7.7
1999-06-28	5.3	74.2	-8.9	91.4	1008.7	0.4	0.5	6.7
1999-06-29	2.5	302.4	-5.3	91.8	1010.3	0.0	0.0	10.9
1999-06-30	3.2	334.1	-3.1	93.0	1007.5	1.8	1.8	8.3
1999-07-01	4.1	4.8	-0.7	93.9	997.3	1.4	1.5	6.9
1999-07-02	7.7	91.4	-5.4	93.5	992.2	3.9	3.7	8.2
1999-07-03	7.9	6.0	-4.8	92.9	999.6	0.0	0.0	10.6
1999-07-04	13.5	11.9	0.4	94.2	986.0	1.0	0.0	7.1
1999-07-05	10.9	7.5	1.3	94.0	976.7	0.5	0.0	7.4
1999-07-06	7.1	319.5	-0.9	95.9	977.1	0.8	1.0	7.1
1999-07-07	6.2	340.5	-0.2	95.4	984.0	0.8	0.8	7.7
1999-07-08	9.7	359.5	1.1	94.8	988.3	4.9	0.0	7.2
1999-07-09	13.5	359.7	1.3	93.8	975.9	1.7	0.3	7.9
1999-07-10	12.9	315.2	-0.6	92.5	975.9	0.7	0.8	6.1
1999-07-11	9.3	279.5	-2.4	92.1	985.8	0.0	0.0	8.3
1999-07-12	12.3	303.1	0.2	95.9	991.2	2.5	2.3	7.7
1999-07-13	12.3	255.3	-2.5	93.3	1002.3	0.0	0.0	8.7
1999-07-14	12.3	322.5	-0.7	92.3	994.3	3.8	3.8	7.9
1999-07-15	12.8	239.3	-3.1	89.6	979.7	3.6	4.0	6.5
1999-07-16	8.9	181.3	-7.9	84.9	995.2	2.0	1.9	7.4
1999-07-17	5.3	84.9	-10.2	83.1	1012.8	0.0	0.0	8.5
1999-07-18	7.1	277.3	-4.5	88.9	1015.1	0.0	0.0	8.1
1999-07-19	7.0	307.0	-3.9	92.7	1008.7	0.0	0.0	10.4
1999-07-20	4.1	338.2	-1.0	94.4	1000.4	0.0	0.0	7.9
1999-07-21	9.1	346.1	-0.1	95.2	998.8	1.0	0.6	10.8
1999-07-22	13.3	9.8	0.9	94.1	991.2	0.4	0.0	9.7
1999-07-23	16.7	95.4	-10.3	93.6	982.4	8.7	8.5	9.8
1999-07-24	12.1	89.7	-10.6	93.1	972.8	6.3	6.5	10.5
1999-07-25	6.3	84.9	-8.4	93.1	978.2	0.4	0.5	14.5
1999-07-26	8.2	91.5	-12.4	91.9	982.4	2.1	2.0	16.2
1999-07-27	7.4	270.0	-4.3	91.3	982.3	0.0	0.0	12.6
1999-07-28	9.5	319.6	-1.0	93.3	987.3	0.0	0.0	13.8
1999-07-29	12.1	347.2	-0.8	92.6	974.2	0.8	0.9	12.1
1999-07-30	11.8	312.7	-3.1	91.3	968.6	0.3	0.4	15.0
1999-07-31	13.0	355.9	-1.6	90.8	970.7	0.0	0.0	15.2
1999-08-01	11.9	315.0	-1.4	91.0	968.0	0.0	0.0	14.6
1999-08-02	12.2	315.0	-1.0	92.0	977.0	1.8	2.0	10.8
1999-08-03	8.3	252.7	-4.7	87.8	979.6	0.8	1.0	20.8
1999-08-04	8.6	279.7	-4.6	89.3	998.3	0.0	0.0	20.1
1999-08-05	7.9	270.0	-3.5	90.0	992.0	0.0	0.0	16.9
1999-08-06	9.3	270.0	-2.3	89.0	996.0	0.0	0.0	21.2
1999-08-07	10.9	296.2	-0.8	92.8	998.0	0.0	0.0	14.6
1999-08-08	13.6	92.8	-6.2	92.9	994.0	7.7	8.0	12.7
1999-08-09	17.1	113.1	-15.2	92.4	1001.7	4.3	4.6	22.2
1999-08-10	13.4	104.8	-15.6	90.3	1005.3	0.0	0.0	29.8
1999-08-11	3.5	260.2	-9.7	88.5	1009.0	0.0	0.0	21.2
1999-08-12	6.0	288.8	-6.3	89.7	1011.4	0.0	0.0	18.4
1999-08-13	7.3	347.8	-3.0	91.8	1006.2	2.2	2.0	30.5
1999-08-14	12.9	285.4	-1.1	96.1	975.7	4.7	4.2	12.6
1999-08-15	15.4	259.3	-1.9	90.7	986.4	4.9	4.6	19.8
1999-08-16	10.1	306.2	-1.4	91.2	992.3	0.0	0.0	30.9
1999-08-17	6.2	305.1	-1.6	91.6	997.1	0.0	0.0	34.0
1999-08-18	13.1	1.2	-0.5	93.3	977.3	1.0	0.8	28.6
1999-08-19	6.7	349.7	-2.2	92.0	970.2	0.0	0.0	29.5
1999-08-20	9.3	135.5	-4.4	94.7	961.4	7.5	8.3	20.9
1999-08-21	10.1	289.8	-5.0	92.1	974.7	2.2	2.5	37.1
1999-08-22	13.4	243.8	-3.8	91.9	966.9	0.8	1.0	21.3
1999-08-23	9.2	278.4	-3.4	91.9	986.2	0.0	0.0	30.4
1999-08-24	10.5	258.1	-3.6	90.8	983.3	0.0	0.0	49.6
1999-08-25	10.6	263.7	-6.7	90.5	980.0	0.8	0.9	33.7
1999-08-26	8.4	167.9	-10.3	82.8	984.7	0.0	0.0	40.9
1999-08-27	7.2	253.3	-7.1	89.8	992.3	0.0	0.0	30.8
1999-08-28	9.1	284.2	-4.5	91.8	991.9	0.6	0.3	41.4
1999-08-29	12.8	263.2	-5.0	89.0	984.6	0.3	0.0	36.7
1999-08-30	6.9	243.7	-8.2	83.5	993.6	0.0	0.0	29.7
1999-08-31	7.8	128.4	-10.7	89.1	997.3	5.9	6.6	27.1
1999-09-01	6.0	95.3	-9.9	89.9	1005.8	0.0	0.0	78.7
1999-09-02	8.3	235.0	-7.4	91.9	997.5	1.4	1.6	32.7
1999-09-03	6.4	292.5	-6.2	90.0	1003.0	0.0	0.0	52.3
1999-09-04	6.1	292.5	-3.7	93.0	999.0	0.0	0.0	65.6
1999-09-05	8.8	274.1	-3.9	91.9	998.4	0.0	0.0	76.3
1999-09-06	8.9	303.7	-4.7	94.0	985.6	1.1	1.3	37.0
1999-09-07	9.4	255.4	-11.5	84.0	985.7	0.0	0.0	71.6
1999-09-08	6.8	319.1	-12.5	87.8	995.4	0.2	0.3	66.0
1999-09-09	5.5	281.5	-11.9	89.2	993.5	0.0	0.0	60.4
1999-09-10	4.3	296.2	-10.4	91.1	992.5	0.0	0.0	56.4
1999-09-11	10.8	249.0	-5.6	91.5	990.3	0.2	0.2	60.3
1999-09-12	10.5	255.5	-1.8	91.1	993.9	0.0	0.0	85.7
1999-09-13	5.6	357.5	-1.2	90.4	1003.3	0.0	0.0	63.3
1999-09-14	11.9	58.1	0.7	94.8	985.7	9.8	9.9	23.3
1999-09-15	14.2	106.3	-6.8	96.3	964.7	16.0	15.8	25.6
1999-09-16	5.4	69.8	-6.3	94.6	975.6	1.3	1.5	77.5
1999-09-17	6.5	66.6	-5.8	92.6	980.6	3.3	3.7	64.5
1999-09-18	9.9	43.7	-1.1	94.6	985.4	3.2	3.5	59.0
1999-09-19	11.4	12.2	0.7	95.1	992.1	0.6	0.0	68.1
1999-09-20	7.0	339.3	0.2	96.5	1001.4	0.0	0.0	66.6
1999-09-21	16.0	8.7	2.0	92.3	996.5	5.9	0.3	77.0
1999-09-22	10.5	338.4	-0.1	97.4	979.2	4.4	4.9	42.7
1999-09-23	11.5	292.4	-1.9	93.9	985.7	0.0	0.0	64.3
1999-09-24	9.3	314.7	-0.6	98.1	981.0	3.1	3.4	45.2
1999-09-25	10.3	263.3	-3.4	93.8	975.3	0.2	0.3	109.1
1999-09-26	8.0	263.0	-6.3	92.7	980.6	0.0	0.0	92.8
1999-09-27	11.6	99.8	-5.0	95.3	967.7	12.0	12.7	58.9
1999-09-28	10.5	110.2	-8.7	95.0	987.7	4.5	4.8	96.0
1999-09-29	4.5	85.9	-8.4	92.3	999.0	3.8	4.3	62.0
1999-09-30	5.4	92.8	-7.1	93.1	1004.8	2.4	2.6	80.7
1999-10-01	3.9	264.2	-3.2	94.0	1008.5	0.0	0.0	66.5
1999-10-02	4.8	248.8	-0.1	93.9	1008.3	0.0	0.0	136.2
1999-10-03	5.1	292.5	-0.7	98.0	1011.0	0.0	0.0	127.2
1999-10-04	6.3	337.5	-0.3	99.0	1008.0	0.3	0.0	77.0
1999-10-05	5.3	291.0	-0.3	97.1	1006.7	0.0	0.0	160.8
1999-10-06	7.7	337.5	-0.4	96.3	1008.7	0.0	0.0	187.5
1999-10-07	8.7	335.1	-0.0	99.9	996.1	0.6	0.7	85.1
1999-10-08	9.7	271.2	-0.1	98.8	986.0	0.0	0.0	81.3
1999-10-09	6.7	284.2	-0.2	96.8	1005.9	0.0	0.0	162.3
1999-10-10	6.5	324.3	-0.3	100.0	1004.5	0.0	0.0	85.9
1999-10-11	3.9	322.1	0.1	99.9	994.9	0.7	0.9	80.1
1999-10-12	6.4	333.3	-0.3	100.0	987.3	0.2	0.2	107.4
1999-10-13	7.1	324.5	-0.6	100.0	977.3	0.2	0.3	90.2
1999-10-14	12.0	338.6	-0.5	99.1	961.1	2.9	3.3	90.5
1999-10-15	15.2	299.4	-2.1	96.1	944.5	1.3	1.7	82.6
1999-10-16	13.0	247.8	-5.5	95.5	947.9	1.7	2.0	89.1
1999-10-17	15.0	248.5	-6.4	94.7	953.4	0.4	0.5	131.2
1999-10-18	10.9	254.3	-5.4	94.4	963.9	0.3	0.4	113.5
1999-10-19	12.2	332.8	-0.4	98.7	964.8	3.6	3.9	126.6
1999-10-20	13.2	335.3	0.4	100.0	970.7	2.9	3.5	61.3
1999-10-21	8.8	313.2	-0.6	99.9	953.0	6.7	7.3	80.4
1999-10-22	7.5	280.5	-0.9	99.1	967.0	1.3	1.5	124.2
1999-10-23	8.8	280.1	-0.9	96.6	980.8	0.4	0.5	210.1
1999-10-24	8.3	278.9	-0.9	95.9	988.4	0.0	0.0	204.3
1999-10-25	7.8	19.5	-0.8	98.1	975.9	6.5	7.0	63.7
1999-10-26	13.6	113.8	-3.3	100.0	977.2	3.9	3.4	98.8
1999-10-27	5.9	269.2	-3.3	96.4	994.0	0.0	0.0	166.4
1999-10-28	6.3	296.6	-0.8	96.4	1000.6	0.0	0.0	189.5
1999-10-29	12.0	319.4	0.1	100.0	987.5	4.2	4.5	60.5
1999-10-30	10.1	284.9	-0.7	98.8	972.7	1.2	1.4	111.7
1999-10-31	6.9	265.2	-1.4	95.4	994.8	0.0	0.0	200.4
1999-11-01	10.4	344.3	-0.2	99.3	986.6	3.0	3.4	105.4
1999-11-02	6.3	255.9	-1.1	98.1	983.0	1.0	1.1	164.9
1999-11-03	5.2	310.4	-2.3	96.5	998.8	0.0	0.0	100.8
1999-11-04	7.9	11.7	0.7	97.2	993.3	0.7	0.0	133.9
1999-11-05	6.9	355.1	-0.1	99.6	986.7	0.3	0.1	115.4
1999-11-06	3.7	200.0	-1.0	97.1	996.4	0.0	0.0	167.3
1999-11-07	1.9	258.1	-0.3	95.9	1008.4	0.0	0.0	153.6
1999-11-08	7.8	326.9	-0.0	99.4	1006.0	0.3	0.3	128.9
1999-11-09	5.3	317.3	0.6	97.0	998.6	0.0	0.0	297.4
1999-11-10	5.4	9.9	1.6	98.1	983.9	1.0	1.0	133.0
1999-11-11	5.4	39.8	1.1	98.8	979.6	0.4	0.5	69.6
1999-11-12	8.9	356.6	1.4	99.3	980.2	1.0	0.0	159.8
1999-11-13	11.8	352.1	2.0	99.4	981.9	2.2	0.0	170.8
1999-11-14	5.6	148.5	1.6	99.6	967.2	7.7	4.6	45.6
1999-11-15	10.3	277.0	-0.3	98.8	976.5	0.3	0.4	266.9
1999-11-16	13.4	345.7	1.2	99.9	983.2	4.4	0.0	87.3
1999-11-17	11.7	308.8	1.2	99.2	980.7	0.0	0.0	235.3
1999-11-18	10.6	331.3	1.2	100.0	989.8	3.2	0.0	69.6
1999-11-19	13.2	357.4	1.7	100.0	978.7	5.8	1.1	81.0
1999-11-20	9.7	299.4	0.5	99.9	984.6	0.0	0.0	191.5
1999-11-21	7.6	308.2	0.7	99.8	987.5	1.0	0.0	134.6
1999-11-22	9.2	332.8	0.9	99.9	999.4	1.3	0.0	91.9
1999-11-23	11.1	356.6	2.6	99.4	981.2	1.1	0.0	116.8
1999-11-24	10.5	292.2	0.4	99.6	979.0	1.0	0.9	214.3
1999-11-25	7.7	327.5	0.1	100.0	983.3	0.0	0.0	193.7
1999-11-26	9.1	334.5	0.7	99.5	985.5	0.3	0.0	221.0
1999-11-27	7.3	320.3	0.2	99.4	980.8	0.7	0.0	191.2
1999-11-28	4.6	330.9	0.1	98.6	982.3	0.2	0.0	154.4
1999-11-29	10.9	301.2	0.6	100.0	977.2	2.1	0.0	120.4
