Timestamp	 WS(m/s)	 WDv(deg)	 Ta(C)	 RH(%)	 Prs(hPa)	 Prcp(mm)	 Snow(cm)	 Rsw(W/m2)
1996-01-01	4.4	337.5	3.3	91.0	987.0	6.7	0.0	92.9
1996-01-02	8.9	312.4	1.5	91.4	985.8	4.5	0.0	113.0
1996-01-03	6.3	330.7	2.1	90.1	991.0	0.0	0.0	239.6
1996-01-04	6.7	4.1	4.1	88.3	991.1	0.0	0.0	256.1
1996-01-05	3.4	95.2	4.1	87.3	981.8	0.0	0.0	86.1
1996-01-06	6.1	106.2	1.2	90.9	982.3	1.4	0.0	127.7
1996-01-07	4.8	84.0	1.3	88.0	990.3	0.0	0.0	186.6
1996-01-08	3.6	10.8	2.2	82.8	992.2	0.0	0.0	339.2
1996-01-09	8.4	97.7	1.5	88.8	982.7	5.3	3.0	148.7
1996-01-10	11.6	111.6	-0.4	89.7	988.2	7.2	5.0	199.4
1996-01-11	5.3	133.0	1.2	77.9	995.7	0.0	0.0	312.1
1996-01-12	5.0	297.8	1.2	87.6	998.6	0.0	0.0	145.0
1996-01-13	4.0	93.3	2.1	88.2	996.0	0.0	0.0	217.6
1996-01-14	4.8	268.3	1.4	84.1	999.7	0.0	0.0	163.1
1996-01-15	12.0	355.5	1.9	90.0	992.6	6.0	0.0	165.4
1996-01-16	9.4	316.6	2.8	89.2	981.9	0.0	0.0	85.4
1996-01-17	10.2	339.7	2.2	90.9	991.3	11.3	0.0	93.7
1996-01-18	11.5	302.5	2.4	90.3	982.6	6.0	0.0	157.6
1996-01-19	9.4	325.3	2.2	90.7	989.2	13.1	0.0	99.2
1996-01-20	9.8	324.7	2.6	93.0	979.8	2.3	0.0	101.4
1996-01-21	8.1	311.7	2.5	90.0	988.2	0.0	0.0	219.4
1996-01-22	6.5	337.6	1.7	88.0	986.6	0.0	0.0	201.7
1996-01-23	12.6	342.9	2.8	91.0	971.9	6.5	0.0	129.8
1996-01-24	8.8	342.3	2.4	91.3	974.4	0.4	0.0	119.6
1996-01-25	8.9	32.1	4.1	90.8	974.8	5.9	0.0	157.1
1996-01-26	3.9	305.7	2.2	89.7	978.4	0.4	0.0	130.3
1996-01-27	6.2	128.3	0.7	90.1	987.7	4.2	1.2	107.6
1996-01-28	9.2	113.0	0.3	91.3	994.3	9.3	0.8	72.2
1996-01-29	11.3	103.7	0.5	87.2	1006.7	0.0	0.0	259.2
1996-01-30	3.0	215.9	1.6	88.6	1013.9	0.0	0.0	148.6
1996-01-31	2.8	181.7	3.0	86.2	1012.0	0.0	0.0	262.5
1996-02-01	5.3	286.3	2.7	89.8	1009.4	0.0	0.0	215.0
1996-02-02	7.3	336.3	2.6	91.0	1003.4	0.0	0.0	137.7
1996-02-03	13.3	357.0	4.4	90.1	996.8	0.0	0.0	217.0
1996-02-04	5.3	313.6	2.8	89.0	1008.8	0.0	0.0	221.3
1996-02-05	2.5	176.3	3.4	81.6	1014.7	0.0	0.0	256.0
1996-02-06	6.5	321.7	3.1	90.1	1016.0	0.0	0.0	214.0
1996-02-07	8.6	346.0	2.6	90.0	1014.6	0.0	0.0	175.1
1996-02-08	11.0	349.3	2.9	91.4	1006.3	0.0	0.0	173.0
1996-02-09	7.1	332.3	2.5	91.6	1001.7	0.4	0.0	171.6
1996-02-10	7.6	302.1	2.1	89.4	998.7	0.0	0.0	165.6
1996-02-11	6.3	350.6	3.2	87.3	993.9	0.0	0.0	162.8
1996-02-12	7.1	353.1	3.8	90.7	979.3	2.2	0.0	68.8
1996-02-13	6.0	327.4	2.7	93.0	977.1	2.8	0.0	64.5
1996-02-14	5.4	4.9	1.6	90.6	979.9	0.8	0.0	58.3
1996-02-15	4.4	321.1	2.8	89.0	988.8	0.6	0.0	124.5
1996-02-16	12.1	3.2	4.8	92.8	991.1	22.0	0.0	70.6
1996-02-17	9.9	343.6	3.7	92.6	985.1	2.2	0.0	92.4
1996-02-18	9.6	7.6	5.3	90.1	989.7	9.7	0.0	98.3
1996-02-19	9.8	7.3	5.6	90.5	972.9	4.2	0.0	76.9
1996-02-20	8.3	343.5	3.4	91.0	975.3	0.0	0.0	92.2
1996-02-21	5.1	179.2	2.0	90.9	968.1	7.4	0.0	90.2
1996-02-22	7.5	285.6	2.2	85.6	975.4	0.0	0.0	220.2
1996-02-23	6.4	313.0	1.8	89.1	975.3	0.4	0.0	188.7
1996-02-24	9.3	121.5	0.1	86.3	957.8	1.2	4.5	66.7
1996-02-25	7.7	252.6	-0.0	81.9	962.5	0.4	1.5	108.4
1996-02-26	7.0	266.2	0.3	86.6	971.9	0.0	0.0	101.2
1996-02-27	7.1	283.2	0.9	84.4	981.9	0.0	0.0	127.7
1996-02-28	9.6	321.3	2.6	90.4	985.3	0.6	0.0	71.2
1996-02-29	9.9	320.2	3.1	92.3	972.5	7.6	0.0	61.0
1996-03-01	8.0	289.6	2.9	89.9	982.2	0.2	0.0	142.0
1996-03-02	7.2	229.2	2.1	84.9	988.2	0.6	0.0	180.5
1996-03-03	11.2	353.4	3.6	89.4	994.8	2.6	0.0	90.0
1996-03-04	10.6	330.4	3.0	91.2	986.9	2.6	0.0	82.6
1996-03-05	6.1	322.8	3.1	91.5	988.3	4.4	0.0	75.4
1996-03-06	6.3	12.3	3.6	91.1	988.4	0.0	0.0	51.1
1996-03-07	8.9	4.9	4.8	90.2	989.9	5.5	0.0	48.9
1996-03-08	1.5	106.3	1.8	91.9	986.4	0.0	0.0	86.5
1996-03-09	8.1	358.4	3.2	91.4	982.7	8.2	0.0	76.2
1996-03-10	12.5	350.5	4.2	90.7	974.4	3.0	0.0	40.7
1996-03-11	11.1	314.7	2.7	89.6	984.4	0.0	0.0	134.8
1996-03-12	4.5	308.3	1.7	91.4	995.7	0.0	0.0	61.3
1996-03-13	3.8	103.8	1.1	91.3	998.3	0.0	0.0	51.4
1996-03-14	8.7	139.6	1.1	90.4	985.5	4.8	1.0	43.7
1996-03-15	4.6	311.9	1.2	85.4	988.9	0.0	0.0	95.4
1996-03-16	10.4	351.6	2.7	90.6	981.1	3.1	0.0	73.0
1996-03-17	5.1	57.7	1.6	92.0	978.4	3.8	0.0	51.4
1996-03-18	5.4	352.8	2.6	90.3	989.5	1.0	0.0	51.2
1996-03-19	8.8	345.2	3.0	93.0	990.2	10.8	0.0	20.4
1996-03-20	7.5	336.6	2.6	93.1	981.5	0.6	0.0	37.6
1996-03-21	8.3	339.2	2.8	90.5	985.8	0.0	0.0	59.3
1996-03-22	5.1	354.2	2.0	91.8	994.0	0.0	0.0	72.0
1996-03-23	8.2	339.3	3.0	91.2	986.6	0.0	0.0	47.2
1996-03-24	5.5	360.0	2.5	91.0	971.0	11.7	0.0	19.5
1996-03-25	7.1	302.3	1.2	91.1	971.3	1.6	0.5	87.4
1996-03-26	8.1	89.4	-3.1	90.3	976.1	0.2	0.2	74.2
1996-03-27	6.1	90.3	-5.2	87.2	974.1	0.0	0.0	53.0
1996-03-28	8.2	116.5	-4.9	81.9	977.8	0.8	2.0	85.8
1996-03-29	6.0	244.5	-1.7	85.6	980.0	0.0	0.0	91.0
1996-03-30	4.8	297.8	-0.8	84.1	979.4	0.0	0.0	69.2
1996-03-31	6.7	100.8	-1.1	90.0	978.3	0.0	0.0	63.0
1996-04-01	6.9	113.0	-5.5	90.0	984.1	0.0	0.0	45.3
1996-04-02	2.9	18.6	-3.2	85.0	984.2	0.0	0.0	92.6
1996-04-03	6.4	27.4	-0.5	83.9	981.6	2.8	0.0	53.8
1996-04-04	6.1	71.2	-0.7	90.4	975.7	0.0	0.0	81.1
1996-04-05	11.0	83.9	-3.3	90.3	984.1	1.6	0.5	39.3
1996-04-06	8.9	102.1	-5.0	89.4	984.6	0.0	0.0	39.3
1996-04-07	10.4	100.9	-6.0	88.9	979.4	0.0	0.0	54.0
1996-04-08	7.6	93.3	-7.4	84.8	983.0	0.0	0.0	43.0
1996-04-09	4.4	302.2	-5.2	82.2	990.4	0.0	0.0	26.3
1996-04-10	5.2	269.8	-1.6	83.2	1001.7	0.0	0.0	42.8
1996-04-11	7.7	352.6	0.5	86.9	1010.5	0.0	0.0	72.5
1996-04-12	3.0	29.8	1.4	90.1	1011.3	0.0	0.0	44.4
1996-04-13	4.0	328.2	0.9	89.7	1009.8	0.0	0.0	69.5
1996-04-14	3.6	319.4	0.3	92.0	1008.7	0.0	0.0	22.5
1996-04-15	3.7	237.7	0.5	90.6	1007.8	0.0	0.0	25.5
1996-04-16	3.5	324.2	-0.8	90.4	1010.8	0.0	0.0	65.5
1996-04-17	5.1	323.7	0.6	91.2	1006.7	0.0	0.0	26.7
1996-04-18	5.9	10.5	2.9	90.6	994.5	1.4	0.0	19.0
1996-04-19	11.7	116.4	-1.0	91.7	985.1	38.2	18.5	11.3
1996-04-20	10.8	99.4	-4.7	91.3	992.7	1.2	0.0	54.0
1996-04-21	5.1	14.3	-2.1	90.1	996.2	1.0	0.0	21.2
1996-04-22	4.5	247.4	-0.3	89.7	995.7	0.0	0.0	31.1
1996-04-23	3.1	98.1	-2.3	88.9	1003.0	0.0	0.0	49.7
1996-04-24	7.4	6.8	-0.9	88.8	1007.2	0.0	0.0	23.1
1996-04-25	9.0	352.0	2.5	91.4	999.0	9.1	0.0	10.9
1996-04-26	7.3	8.1	3.0	90.7	994.6	2.4	0.0	22.6
1996-04-27	11.0	6.0	2.7	89.4	985.1	12.1	0.0	24.2
1996-04-28	7.3	209.9	0.8	91.0	982.9	0.0	0.0	12.6
1996-04-29	8.4	291.5	1.0	89.4	998.7	0.1	0.0	30.8
1996-04-30	9.5	352.2	2.9	90.4	990.9	0.0	0.0	22.8
1996-05-01	2.7	127.9	1.6	91.9	983.9	0.2	0.0	15.5
1996-05-02	3.6	342.8	2.1	91.1	979.4	12.4	0.0	22.2
1996-05-03	9.7	332.4	0.7	89.8	983.0	1.0	0.2	14.5
1996-05-04	10.4	288.1	-0.3	87.7	981.2	0.0	0.0	14.7
1996-05-05	7.5	17.4	0.3	88.8	990.6	0.0	0.0	16.1
1996-05-06	4.6	75.7	0.5	90.3	984.9	0.0	0.0	22.5
1996-05-07	7.9	9.0	2.6	90.2	976.9	1.0	0.0	18.0
1996-05-08	4.1	73.6	-1.8	90.2	976.9	2.8	2.5	14.3
1996-05-09	16.5	91.3	-9.2	90.0	980.3	4.8	20.0	7.7
1996-05-10	15.1	98.1	-9.9	90.0	981.6	0.4	5.0	13.0
1996-05-11	9.3	103.2	-8.3	90.0	985.2	0.0	0.0	17.5
1996-05-12	8.9	103.5	-5.5	85.8	1002.6	0.0	0.0	22.9
1996-05-13	2.9	82.9	-5.6	89.5	1013.8	0.0	0.0	9.7
1996-05-14	7.9	350.7	-4.2	90.1	1012.7	0.0	0.0	13.9
1996-05-15	11.7	315.2	0.5	91.4	995.9	1.4	0.0	10.4
1996-05-16	11.6	304.8	0.3	89.1	985.9	0.2	0.0	14.7
1996-05-17	10.0	330.9	0.6	93.1	975.2	0.2	0.0	9.8
1996-05-18	5.7	39.9	-1.0	90.3	976.7	0.0	0.0	11.7
1996-05-19	5.4	58.3	-5.6	90.0	978.7	0.5	2.5	9.0
1996-05-20	5.4	65.4	-8.5	89.9	980.4	0.0	0.0	13.5
1996-05-21	4.9	19.2	-6.4	90.1	986.3	0.4	0.5	16.5
1996-05-22	6.9	20.0	-2.1	88.0	977.5	1.2	3.0	8.3
1996-05-23	5.6	290.5	-0.7	90.4	980.4	0.0	0.0	10.4
1996-05-24	8.0	266.3	-0.8	90.7	978.8	0.6	2.5	9.4
1996-05-25	9.6	252.3	-3.2	83.1	1000.5	0.0	0.0	12.8
1996-05-26	14.1	15.1	0.9	89.8	994.5	1.6	0.0	8.9
1996-05-27	12.9	7.0	3.7	90.5	976.3	0.2	0.0	7.7
1996-05-28	10.8	355.6	1.3	90.7	971.8	0.2	0.0	8.3
1996-05-29	15.8	311.8	-0.6	87.3	966.6	0.0	0.0	9.8
1996-05-30	17.4	258.2	-4.0	87.4	974.2	0.0	0.0	8.0
1996-05-31	9.6	250.6	-3.9	85.9	987.0	0.1	0.5	10.5
1996-06-01	8.2	247.2	-3.9	84.0	1000.5	0.0	0.0	8.1
1996-06-02	11.3	339.2	0.4	90.8	991.5	6.4	0.0	6.5
1996-06-03	11.5	289.1	-0.1	90.9	977.2	0.1	0.5	6.1
1996-06-04	6.5	278.6	-1.7	87.7	984.4	0.0	0.0	6.4
1996-06-05	10.5	102.0	-1.4	90.0	968.7	18.3	5.0	5.9
1996-06-06	7.6	135.3	-5.4	90.5	979.6	5.0	4.0	7.8
1996-06-07	7.8	334.4	-0.9	90.6	989.8	0.0	0.0	7.8
1996-06-08	13.1	28.0	1.9	89.0	979.3	1.4	0.0	9.0
1996-06-09	7.5	69.4	-3.4	89.9	979.4	0.0	0.0	8.6
1996-06-10	9.4	81.3	-6.8	90.1	980.9	0.2	0.5	7.7
1996-06-11	6.8	7.0	-3.5	89.8	986.5	0.4	1.0	9.4
1996-06-12	10.3	95.5	-5.8	90.0	984.2	1.2	0.0	10.0
1996-06-13	13.0	101.3	-11.8	90.0	989.0	2.6	0.0	7.1
1996-06-14	10.7	90.3	-12.7	89.8	1003.7	0.5	0.0	9.6
1996-06-15	7.0	239.6	-7.2	89.9	1011.5	0.0	0.0	7.5
1996-06-16	13.4	132.1	-8.9	89.9	1007.0	5.9	10.0	7.1
1996-06-17	8.3	323.7	-8.7	87.5	1017.1	0.0	0.0	7.6
1996-06-18	8.8	291.0	-2.6	88.5	1002.5	0.0	0.0	6.4
1996-06-19	12.9	14.4	0.0	90.0	974.5	2.4	3.0	8.0
1996-06-20	8.3	97.0	-5.2	90.2	967.2	4.6	15.0	7.3
1996-06-21	7.9	131.5	-6.5	89.7	974.8	0.0	0.0	9.8
1996-06-22	10.9	157.8	-7.6	87.6	973.8	1.0	0.0	6.9
1996-06-23	9.7	163.3	-11.8	89.1	983.8	0.2	0.0	7.8
1996-06-24	9.4	127.3	-8.8	86.0	1015.0	0.0	0.0	10.4
1996-06-25	3.8	290.3	-5.2	88.5	1027.8	0.0	0.0	6.6
1996-06-26	5.1	309.2	-1.5	90.1	1020.3	0.0	0.0	8.0
1996-06-27	6.5	288.7	-1.9	90.6	1002.7	0.0	0.0	7.5
1996-06-28	6.8	293.3	-1.9	90.3	993.9	0.4	1.0	7.8
1996-06-29	7.0	265.1	-3.2	88.9	982.7	0.0	0.0	7.2
1996-06-30	9.0	89.1	-7.4	90.0	982.0	3.7	5.0	7.2
1996-07-01	12.6	113.7	-11.9	90.0	994.1	3.4	5.0	10.4
1996-07-02	5.1	265.1	-4.4	89.6	998.5	0.0	0.0	8.5
1996-07-03	6.5	235.6	-2.4	89.6	999.5	0.0	0.0	9.9
1996-07-04	6.3	265.4	-1.9	89.6	998.2	0.0	0.0	11.9
1996-07-05	5.9	303.1	-0.9	91.0	1003.6	0.0	0.0	9.3
1996-07-06	8.2	343.3	-0.3	91.3	1006.0	0.2	0.2	12.3
1996-07-07	10.1	337.4	0.1	92.7	1001.1	2.8	2.8	6.5
1996-07-08	8.0	27.6	-1.2	92.4	998.5	7.4	7.4	7.0
1996-07-09	10.1	356.0	-0.0	91.8	997.4	13.4	13.4	6.2
1996-07-10	7.4	300.3	-0.2	91.0	1005.3	0.0	0.0	7.2
1996-07-11	9.6	350.5	-0.5	90.7	1003.1	0.0	0.0	8.6
1996-07-12	13.3	340.7	-0.6	90.5	985.9	0.0	0.0	6.8
1996-07-13	10.1	280.0	-2.1	89.4	986.5	0.8	0.5	10.7
1996-07-14	6.2	292.2	-1.1	93.1	979.5	10.8	13.5	7.8
1996-07-15	8.8	337.9	-2.8	91.8	980.1	3.2	1.5	7.6
1996-07-16	9.9	78.5	-10.5	90.4	981.5	1.4	1.5	9.8
1996-07-17	10.5	98.9	-6.6	90.5	973.2	9.4	0.0	8.1
1996-07-18	7.1	6.3	-7.4	88.8	979.5	0.0	0.0	11.7
1996-07-19	10.5	96.8	-12.1	90.7	989.8	0.4	19.0	11.0
1996-07-20	9.0	344.3	-8.4	89.6	1002.1	0.0	0.0	10.5
1996-07-21	12.5	300.1	-0.8	90.6	976.6	0.2	0.0	10.5
1996-07-22	11.0	261.6	-2.6	91.0	983.9	0.0	0.0	9.3
1996-07-23	14.0	246.8	-7.2	88.8	987.6	0.0	0.0	10.2
1996-07-24	9.8	308.6	-1.7	90.6	994.7	0.4	1.0	14.9
1996-07-25	13.5	329.1	-0.8	93.1	972.8	8.0	0.0	8.3
1996-07-26	15.7	329.5	-2.3	90.8	979.2	0.7	0.0	8.6
1996-07-27	17.0	339.2	0.7	92.4	976.7	1.0	0.0	9.2
1996-07-28	14.5	4.4	0.0	91.1	971.2	9.0	0.0	12.8
1996-07-29	14.7	319.0	-2.4	87.5	974.8	0.4	0.0	17.8
1996-07-30	10.2	275.2	-4.8	83.2	983.5	0.0	0.0	20.3
1996-07-31	8.4	223.8	-8.5	88.3	995.9	3.8	10.0	9.0
1996-08-01	7.4	242.6	-6.1	89.3	999.8	0.0	0.0	18.4
1996-08-02	3.4	138.7	-3.4	90.5	999.6	0.0	0.0	23.8
1996-08-03	5.7	17.0	-5.5	88.6	1014.0	0.0	0.0	24.9
1996-08-04	10.1	306.2	-0.8	89.6	1006.0	0.0	0.0	24.2
1996-08-05	7.8	332.2	-1.4	91.2	1007.5	0.0	0.0	16.9
1996-08-06	8.6	316.6	-1.5	92.1	998.6	0.0	0.0	18.5
1996-08-07	5.0	323.9	-0.2	93.0	999.3	0.6	1.5	17.4
1996-08-08	4.2	332.0	-0.2	91.9	1000.0	0.2	0.0	31.1
1996-08-09	4.3	28.4	0.6	90.5	993.5	0.0	0.0	28.9
1996-08-10	12.6	21.9	1.0	90.1	982.8	0.0	0.0	28.4
1996-08-11	4.5	59.1	-0.5	90.2	972.7	0.0	0.0	27.8
1996-08-12	2.2	335.6	-1.8	91.2	974.8	0.0	0.0	20.1
1996-08-13	1.8	320.5	-2.2	90.8	981.2	0.0	0.0	22.2
1996-08-14	4.6	286.3	-2.3	90.3	990.2	0.2	1.5	24.6
1996-08-15	7.6	29.7	-2.0	90.1	985.5	5.5	0.0	27.8
1996-08-16	16.1	105.5	-6.1	91.4	964.6	34.4	6.0	13.3
1996-08-17	9.1	336.8	-3.4	90.5	987.3	0.0	0.0	38.9
1996-08-18	11.2	344.3	-0.3	91.7	976.6	0.2	0.0	17.9
1996-08-19	9.4	332.0	-0.5	91.0	982.8	0.8	0.0	35.5
1996-08-20	15.5	4.5	1.4	91.0	972.6	7.4	0.0	16.6
1996-08-21	12.3	310.0	-2.2	87.1	965.8	0.2	0.0	27.0
1996-08-22	10.0	283.6	-4.9	85.6	973.0	0.0	0.0	25.3
1996-08-23	9.5	278.6	-5.9	88.9	966.0	0.2	0.0	27.7
1996-08-24	7.9	237.9	-9.6	88.2	969.6	0.4	1.0	43.9
1996-08-25	6.0	182.9	-9.3	85.3	976.4	0.0	0.0	45.5
1996-08-26	5.8	202.3	-6.6	84.1	980.5	0.4	0.0	25.6
1996-08-27	8.5	89.0	-7.7	87.8	997.6	0.0	0.0	26.3
1996-08-28	7.2	91.6	-9.4	89.6	1005.1	0.0	0.0	30.5
1996-08-29	9.8	89.8	-11.0	90.0	1006.2	2.2	0.0	40.1
1996-08-30	10.3	87.9	-9.1	89.9	1004.9	1.2	0.0	37.1
1996-08-31	14.6	30.8	-0.5	89.6	998.3	0.0	0.0	46.1
1996-09-01	17.4	26.4	0.3	90.4	996.9	0.0	0.0	38.3
1996-09-02	15.7	16.0	-0.1	89.8	998.3	0.2	0.0	52.0
1996-09-03	12.6	38.3	-0.5	90.1	997.7	1.2	0.0	50.9
1996-09-04	12.3	23.7	-0.9	88.6	1006.7	0.0	0.0	59.6
1996-09-05	13.4	26.1	-1.2	89.2	1009.0	0.0	0.0	69.9
1996-09-06	4.8	62.2	-0.2	89.9	1006.6	0.0	0.0	35.8
1996-09-07	9.2	6.0	0.1	90.2	1005.7	0.0	0.0	76.6
1996-09-08	5.7	82.9	-2.4	91.1	1005.6	0.0	0.0	47.9
1996-09-09	8.9	97.2	-3.8	90.0	996.2	0.4	0.0	64.5
1996-09-10	15.4	79.5	-7.3	90.6	988.3	4.8	0.0	43.4
1996-09-11	13.4	30.8	-0.3	91.4	987.5	2.8	0.0	55.1
1996-09-12	12.3	50.4	-0.9	90.6	982.5	8.6	0.0	32.7
1996-09-13	9.7	3.1	-1.8	90.5	987.4	0.2	0.0	63.1
1996-09-14	9.0	27.9	-4.2	90.1	985.8	0.2	0.0	57.1
1996-09-15	6.9	271.2	-4.6	89.1	990.0	3.0	15.0	46.3
1996-09-16	8.7	88.4	-11.3	87.8	997.3	0.6	0.0	63.2
1996-09-17	7.7	49.5	-6.2	87.8	998.7	0.8	0.0	86.3
1996-09-18	8.6	45.1	-1.1	91.1	982.4	2.8	5.0	44.9
1996-09-19	5.2	48.3	-2.3	90.3	992.3	0.2	0.0	48.3
1996-09-20	9.2	349.6	0.3	91.7	992.1	0.6	1.0	55.1
1996-09-21	9.2	356.4	1.3	91.3	987.5	2.4	0.0	39.5
1996-09-22	8.8	319.5	-0.4	91.3	994.2	0.0	0.0	107.4
1996-09-23	11.5	326.9	0.5	93.9	994.9	6.7	0.0	29.1
1996-09-24	12.8	329.8	0.6	95.4	992.6	0.0	0.0	34.5
1996-09-25	11.4	310.9	0.6	94.9	997.4	0.2	0.0	39.4
1996-09-26	13.8	339.8	1.3	92.9	995.8	1.0	0.0	31.4
1996-09-27	11.0	320.8	0.4	91.5	999.5	0.0	0.0	65.9
1996-09-28	12.8	355.7	1.7	92.5	984.0	0.0	0.0	88.2
1996-09-29	9.9	343.9	0.3	93.4	978.9	0.0	0.0	46.8
1996-09-30	10.1	349.1	0.6	92.5	980.5	1.0	1.0	91.0
1996-10-01	9.0	348.6	0.4	92.3	978.3	0.0	0.0	69.5
1996-10-02	10.4	276.7	-1.8	90.6	986.3	0.6	3.0	66.4
1996-10-03	11.3	346.3	-0.4	90.5	992.0	0.0	0.0	65.7
1996-10-04	10.8	2.0	0.5	91.9	976.5	0.2	0.0	67.9
1996-10-05	12.4	336.1	-0.4	90.8	965.9	2.2	10.0	137.5
1996-10-06	7.1	278.0	-1.6	89.8	966.3	0.0	0.0	112.5
1996-10-07	8.8	262.1	-3.2	86.3	971.4	0.0	0.0	83.2
1996-10-08	9.7	272.2	-3.1	88.0	977.2	0.0	0.0	71.8
1996-10-09	12.2	284.1	-0.8	90.1	983.6	0.1	0.0	114.5
1996-10-10	12.3	300.0	0.4	91.7	1001.4	0.0	0.0	85.1
1996-10-11	17.0	337.4	-0.0	90.4	979.1	2.4	0.0	44.0
1996-10-12	14.6	298.3	-1.1	89.2	967.5	0.2	0.0	120.1
1996-10-13	12.5	262.4	-3.9	85.1	962.8	0.0	0.0	133.3
1996-10-14	6.3	111.6	-5.5	85.6	962.9	1.2	1.0	101.8
1996-10-15	6.1	262.1	-4.6	82.9	977.8	0.6	3.0	131.5
1996-10-16	13.5	0.6	-0.2	91.2	976.9	1.0	0.0	49.2
1996-10-17	9.9	71.8	-3.4	91.5	975.0	4.0	1.0	92.6
1996-10-18	8.0	96.7	-6.8	89.9	987.6	2.3	4.0	143.4
1996-10-19	5.1	305.9	-3.4	89.8	994.7	0.0	0.0	148.0
1996-10-20	9.2	281.2	-0.3	91.5	990.6	0.0	0.0	136.0
1996-10-21	8.8	309.4	-0.4	94.1	987.3	0.0	0.0	92.2
1996-10-22	10.5	280.5	-1.2	91.7	979.8	0.0	0.0	139.5
1996-10-23	9.7	266.6	-2.1	89.8	990.3	0.0	0.0	220.2
1996-10-24	7.6	317.2	-0.5	91.9	991.1	0.0	0.0	132.5
1996-10-25	10.4	297.0	-0.8	91.5	986.6	0.0	0.0	116.0
1996-10-26	7.9	282.9	-0.8	90.2	992.7	0.0	0.0	200.8
1996-10-27	5.2	321.6	-1.5	91.7	1000.2	0.0	0.0	161.7
1996-10-28	9.3	351.1	0.6	90.9	998.7	0.3	0.0	196.2
1996-10-29	11.0	352.2	1.9	91.8	996.2	2.1	0.0	156.9
1996-10-30	11.1	346.8	1.4	92.5	1000.3	7.7	0.0	133.1
1996-10-31	8.8	356.8	2.5	92.1	1000.3	0.4	0.0	127.2
1996-11-01	7.8	0.2	2.6	91.2	991.8	0.0	0.0	141.5
1996-11-02	9.8	343.4	0.3	92.7	981.3	0.8	0.5	160.5
1996-11-03	13.1	334.9	0.6	93.5	975.5	1.0	0.2	59.8
1996-11-04	14.7	355.6	1.1	92.0	967.5	2.2	0.0	117.7
1996-11-05	12.0	315.2	-0.1	90.3	966.6	0.6	1.0	237.3
1996-11-06	12.9	335.4	0.5	91.6	968.9	0.0	0.0	114.6
1996-11-07	9.9	286.8	-0.8	88.4	976.3	0.0	0.0	140.8
1996-11-08	10.1	317.4	-0.1	91.1	976.9	0.2	0.5	167.6
1996-11-09	12.4	324.9	0.5	93.7	970.9	1.4	4.0	92.1
1996-11-10	7.9	299.5	-0.3	90.4	969.1	0.0	0.0	218.2
1996-11-11	8.4	143.6	-2.1	85.7	965.6	0.2	0.5	171.5
1996-11-12	4.7	234.6	-2.9	88.0	965.1	1.8	5.0	168.5
1996-11-13	8.9	140.7	-5.1	83.7	954.9	0.0	0.0	220.7
1996-11-14	10.9	249.8	-3.4	89.2	957.0	0.4	0.0	154.5
1996-11-15	6.9	253.0	-1.6	82.7	968.1	0.0	0.0	332.4
1996-11-16	9.2	326.0	-0.3	87.4	970.3	1.0	0.0	194.8
1996-11-17	10.7	342.6	0.4	93.5	961.4	0.2	0.0	83.6
1996-11-18	9.3	340.8	0.7	92.7	973.4	1.2	0.0	173.7
1996-11-19	10.7	340.4	1.0	91.1	975.2	6.2	0.0	264.9
1996-11-20	5.7	315.1	0.6	91.5	986.2	0.0	0.0	143.5
1996-11-21	12.6	111.4	-1.0	92.1	986.6	5.6	5.0	161.1
1996-11-22	4.3	344.6	-0.9	89.7	999.0	0.0	0.0	164.3
1996-11-23	5.9	347.2	-0.5	90.3	994.5	0.0	0.0	220.6
1996-11-24	5.5	70.8	2.1	90.6	984.4	0.2	0.0	91.4
1996-11-25	7.8	92.5	0.9	91.2	984.4	0.2	0.0	160.7
1996-11-26	8.6	114.7	0.3	92.2	977.9	6.2	7.0	110.1
1996-11-27	4.6	327.4	0.9	92.8	989.8	0.6	0.0	153.0
1996-11-28	10.0	4.6	2.7	90.8	985.3	1.0	0.0	144.2
1996-11-29	8.3	21.8	1.6	90.8	977.8	0.4	0.0	221.3
1996-11-30	7.4	297.7	-0.6	90.1	980.1	0.2	0.0	105.1
1996-12-01	6.5	262.1	-1.3	86.6	976.8	0.0	0.0	105.2
1996-12-02	10.0	254.1	-1.4	83.1	976.8	0.0	0.0	170.6
1996-12-03	5.8	273.2	0.1	89.0	986.6	0.0	0.0	235.6
1996-12-04	7.9	291.5	0.6	90.8	994.5	0.0	0.0	126.5
1996-12-05	8.6	322.6	0.9	92.7	1008.0	3.0	0.0	123.7
1996-12-06	10.6	348.1	2.8	92.5	1002.0	0.0	0.0	237.4
1996-12-07	10.7	322.1	0.9	94.3	995.1	1.0	0.0	104.2
1996-12-08	10.1	317.6	0.7	91.9	1005.6	1.8	0.0	165.1
1996-12-09	7.8	318.5	1.1	94.3	1000.1	0.0	0.0	122.8
1996-12-10	3.3	286.2	0.9	95.3	999.1	0.0	0.0	119.3
1996-12-11	4.2	310.5	0.7	93.6	999.5	1.0	0.0	166.4
1996-12-12	8.4	97.8	0.9	91.2	985.7	2.2	0.0	100.5
1996-12-13	8.7	357.2	1.1	91.4	985.1	0.2	0.0	133.4
1996-12-14	5.1	304.6	0.6	94.2	978.0	1.0	0.0	154.2
1996-12-15	3.5	65.3	0.5	90.0	980.3	0.0	0.0	161.5
